title,year,stars
Lilya 4-Ever,2002,"Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov, Lyubov Agapova"
So Close,2002,"Seung-heon Song, Karen Mok, Qi Shu, Wei Zhao"
Close Your Eyes,2002,"Paddy Considine, Shirley Henderson, Goran Visnjic, Miranda Otto"
Now & Forever,2002,"Mia Kirshner, Gordon Tootoosis, Theresa Russell, Adam Beach"
Gaza Strip,2002,Mohammed Hejazi
Halloween: Resurrection,2002,"Brad Loree, Jamie Lee Curtis, Busta Rhymes, Bianca Kajlich"
Spun,2002,"Patrick Fugit, John Leguizamo, Brittany Murphy, Jason Schwartzman"
Showboy,2002,"Christian Taylor, Joe Daley, Erich Miller, Lindy Heymann"
Dahmer,2002,"Jeremy Renner, Matt Newton, Artel Great, Bruce Davison"
Just a Kiss,2002,"Ron Eldard, Kyra Sedgwick, Marisa Tomei, Marley Shelton"
Cinemania,2002,"Jack Angstreich, Bill Heidbreder, Eric Chadbourne, Roberta Hill"
Bubba Ho-Tep,2002,"Bob Ivy, Ella Joyce, Ossie Davis, Bruce Campbell"
Divine Secrets of the Ya-Ya Sisterhood,2002,"Fionnula Flanagan, Ellen Burstyn, Sandra Bullock, James Garner"
Civil Brand,2002,"Yasiin Bey, LisaRaye McCoy, Monica Calhoun, ""NBushe Wright"""
Irreversible,2002,"Vincent Cassel, Albert Dupontel, Jo Prestia, Monica Bellucci"
Russian Ark,2002,"Mariya Kuznetsova, Sergey Dreyden, Mikhail Piotrovsky, Leonid Mozgovoy"
Spider,2002,"Lynn Redgrave, Ralph Fiennes, Gabriel Byrne, Miranda Richardson"
Morvern Callar,2002,"Kathleen McDermott, Paul Popplewell, Samantha Morton, Linda McGuire"
Sunshine State,2002,"Alan King, Angela Bassett, Edie Falco, Alex Lewis"
Laurel Canyon,2002,"Kate Beckinsale, Christian Bale, Frances McDormand, Alessandro Nivola"
Cremaster 3,2002,"Richard Serra, Paul Brady, Matthew Barney, Aimee Mullins"
Standing by Yourself,2002,"Josh Siegfried, Adam Koury"
Three Days of Rain,2002,"Joey Bilow, Alimi Ballard, Penelope Allen, Erick Avari"
Ash Wednesday,2002,"James Michael Cummings, Elijah Wood, Vincent Rubino, Brian Burns"
Roger Dodger,2002,"Elizabeth Berkley, Jesse Eisenberg, Campbell Scott, Isabella Rossellini"
Deuces Wild,2002,"Norman Reedus, Brad Renfro, Fairuza Balk, Stephen Dorff"
Space Station 3D,2002,"Robert D. Cabana, Michael J. Bloomfield, James Arnold, Tom Cruise"
Echoes,2002,"Joe Marino, Eden Rountree, Bobby Sobel, Paolo Pagliacolo"
Home Room,2002,"Busy Philipps, Victor Garber, Erika Christensen, Raphael Sbarge"
Group,2002,"Carrie Brownstein, S. Ann Hall, Kari Fillipi, Vicki Hollenberg"
Leela,2002,"Deepti Naval, Amol Mhatre, Vinod Khanna, Dimple Kapadia"
Luster,2002,"Justin Herwick, B. Wyatt, Pamela Gidley, Shane Powers"
Resident Evil,2002,"Ryan McCluskey, Oscar Pearce, Milla Jovovich, Michelle Rodriguez"
Martin & Orloff,2002,"Matt Walsh, H. Jon Benjamin, Amy Poehler, Ian Roberts"
Garmento,2002,"Danny Darrow, Cassidy Ladden, Sara Macgovern, Heather Magee"
Gigantic (A Tale of Two Johns),2002,"John Flansburgh, Gina Arnold, John Linnell, Michael Azerrad"
Zig Zag,2002,"Oliver Platt, John Leguizamo, Natasha Lyonne, Wesley Snipes"
The Backyard,2002,"Chaos, The Lizard, Paul Hough, Scar"
The Time Machine,2002,"Guy Pearce, Mark Addy, Yancey Arias, Phyllida Law"
The Gatekeeper,2002,"Anne Betancourt, John Carlos Frey, Michelle Agnew, Joel Brooks"
Made-Up,2002,"Kalen Conover, Eva Amurri Martino, Lynne Adams, Brooke Adams"
Ciao America,2002,"Nathaniel Marston, Violante Placido, Eddie Malavarca, Maurizio Nichetti"
My Big Fat Greek Wedding,2002,"John Corbett, Christina Eleusiniotis, Michael Constantine, Nia Vardalos"
Venus Boyz,2002,"Queen Bee Luscious, Dréd Gerestant, Del La Grace Volcano, Diane Torr"
The Dummy,2002,"Vera Farmiga, Milla Jovovich, Adrien Brody, Illeana Douglas"
Lost in La Mancha,2002,"Terry Gilliam, Jeff Bridges, Tony Grisoni, Johnny Depp"
Crossroads,2002,"Britney Spears, Anson Mount, Taryn Manning, Zoe Saldana"
Rabbit-Proof Fence,2002,"Kenneth Branagh, Tianna Sansbury, Everlyn Sampi, Laura Monaghan"
Teknolust,2002,"""John OKeefe"", James Urbaniak, Tilda Swinton, Jeremy Davies"
Empire,2002,"Vincent Laresca, John Leguizamo, Peter Sarsgaard, Denise Richards"
"Slap Her, She's French!",2002,"Michael McKean, Piper Perabo, Trent Ford, Jane McGregor"
Decasia,2002,"Tsuru Aoki, William S. Hart, Julia Calhoun, Margaret Cullington"
Yves Saint Laurent: 5 avenue Marceau 75116 Paris,2002,"Laetitia Casta, Loulou De La Falaise, Catherine Deneuve, Pierre Bergé"
The Dangerous Lives of Altar Boys,2002,"Emile Hirsch, ""Vincent DOnofrio"", Kieran Culkin, Jena Malone"
Coastlines,2002,"Josh Brolin, Timothy Olyphant, Scott Wilson, Sarah Wynter"
The Business of Fancydancing,2002,"Gene Tagaban, Evan Adams, Michelle St. John, Swil Kanim"
Cherish,2002,"Brad Hunt, Liz Phair, Robin Tunney, Tim Blake Nelson"
Love Liza,2002,"Kathy Bates, Philip Seymour Hoffman, Annie Morgan, J.D. Walsh"
Pumpkin,2002,"Hank Harris, Dominique Swain, Christina Ricci, Brenda Blethyn"
May,2002,"Angela Bettis, Jeremy Sisto, Anna Faris, James Duval"
Gerry,2002,"Casey Affleck, Matt Damon"
Better Luck Tomorrow,2002,"Parry Shen, Jason Tobin, Sung Kang, Shirley Anderson"
The Good Girl,2002,"Mike White, Jennifer Aniston, Deborah Rush, Jake Gyllenhaal"
Biggie and Tupac,2002,"Russell Poole, The Notorious B.I.G., Nick Broomfield, Tupac Shakur"
Blue Car,2002,"Agnes Bruckner, Frances Fisher, David Strathairn, Margaret Colin"
Secretary,2002,"Maggie Gyllenhaal, Lesley Ann Warren, Jeremy Davies, James Spader"
Tadpole,2002,"Sigourney Weaver, Kate Mara, Aaron Stanford, Robert Iler"
The Slaughter Rule,2002,"Ryan Gosling, Clea DuVall, David Morse, David Cale"
XX/XY,2002,"Maya Stange, Mark Ruffalo, ""Kel ONeill"", Kathleen Robertson"
The Dancer Upstairs,2002,"Juan Diego Botto, Elvira Mínguez, Laura Morante, Javier Bardem"
Suspended Animation,2001,"Alex McArthur, Laura Esterman, Sage Allen, Rebecca Harrell Tickell"
Iris,2001,"Kate Winslet, Jim Broadbent, Hugh Bonneville, Judi Dench"
The Other Side of Heaven,2001,"Joe Folau, Nathaniel Lees, Anne Hathaway, Christopher Gorham"
Formula 51,2001,"Samuel L. Jackson, Nigel Whitmey, Robert Carlyle, Emily Mortimer"
Night at the Golden Eagle,2001,"James Caan, Donnie Montemarano, Natasha Lyonne, Vinny Argiro"
Frailty,2001,"Matthew McConaughey, Bill Paxton, Powers Boothe, ""Matt OLeary"""
Monster's Ball,2001,"Taylor Simpson, Gabrielle Witcher, Halle Berry, Billy Bob Thornton"
Festival in Cannes,2001,"Greta Scacchi, Anouk Aimée, Rachel Bailit, Maximilian Schell"
Smokers Only,2001,"Leonardo Brzezicki, Adrián Fondari, Cecilia Bengolea, Pablo Razuk"
The Painting,2001,"Clifton Davis, Heath Freeman, Stacey Dash, Charles Shaughnessy"
Impostor,2001,"Shane Brolly, Gary Sinise, ""Vincent DOnofrio"", Madeleine Stowe"
Blackwoods,2001,"Patrick Muldoon, Michael Paré, Will Sanderson, Keegan Connor Tracy"
K-PAX,2001,"Kevin Spacey, Mary McCormack, Jeff Bridges, Alfre Woodard"
Ordinary Sinner,2001,"Kris Park, Brendan Hines, Elizabeth Banks, A Martinez"
Riding in Cars with Boys,2001,"Brittany Murphy, Drew Barrymore, Steve Zahn, Adam Garcia"
White Hotel,2001,
All the Queen's Men,2001,"Udo Kier, James Cosmo, Matt LeBlanc, Eddie Izzard"
The Royal Tenenbaums,2001,"Ben Stiller, Gene Hackman, Gwyneth Paltrow, Anjelica Huston"
Extremedays,2001,"Dante Basco, Ryan Browning, Derek Hamilton, A.J. Buckley"
Koroshiya 1,2001,"Nao Ohmori, Paulyn Sun, ""Shinya Tsukamoto"", Tadanobu Asano"
Snipes,2001,"Dean Winters, Nelly, Sam Jones III, Zoe Saldana"
The Man from Elysian Fields,2001,"Mick Jagger, Olivia Williams, Andy Garcia, Julianna Margulies"
The Grey Zone,2001,"David Arquette, Velizar Binev, David Chandler, Michael Stuhlbarg"
Who Is Cletis Tout?,2001,"Portia de Rossi, Richard Dreyfuss, Christian Slater, Tim Allen"
Heist,2001,"Rebecca Pidgeon, Gene Hackman, Danny DeVito, Delroy Lindo"
Focus,2001,"William H. Macy, Meat Loaf, Laura Dern, David Paymer"
Buffalo Soldiers,2001,"Anna Paquin, Ed Harris, Joaquin Phoenix, Scott Glenn"
Novocaine,2001,"Steve Martin, Helena Bonham Carter, Laura Dern, Chelcie Ross"
Knockaround Guys,2001,"Dennis Hopper, Jennifer Baxter, Barry Pepper, Vin Diesel"
Megiddo,2001,"Joseph Makkar, Michael Biehn, Michael York, Guy Siner"
The Safety of Objects,2001,"Glenn Close, Mary Kay Place, Patricia Clarkson, Dermot Mulroney"
Soul Survivors,2001,"Casey Affleck, Wes Bentley, Melissa Sagemiller, Eliza Dushku"
Birthday Girl,2001,"Vincent Cassel, Mathieu Kassovitz, Nicole Kidman, Ben Chaplin"
World Traveler,2001,"Nicolas Suresky, Billy Crudup, Francie Swift, Julianne Moore"
Dog Days,2001,"Maria Hofstätter, Viktor Hennemann, Christine Jirku, Georg Friedrich"
Invincible,2001,"Jouko Ahola, Max Raabe, Anna Gourari, Tim Roth"
Thirteen Conversations About One Thing,2001,"John Turturro, Matthew McConaughey, David Connolly, Alan Arkin"
Me Without You,2001,"Ella Jones, Anna Friel, Michelle Williams, Anna Popplewell"
Training Day,2001,"Scott Glenn, Denzel Washington, Tom Berenger, Ethan Hawke"
Monsoon Wedding,2001,"Lillete Dubey, Naseeruddin Shah, Vijay Raaz, Shefali Shah"
Piñero,2001,"Benjamin Bratt, Nelson Vasquez, Giancarlo Esposito, Talisa Soto"
Ghosts of Mars,2001,"Jason Statham, Pam Grier, Natasha Henstridge, Ice Cube"
Cupid's Mistake,2001,"Everardo Gil, Ken Yasuda, Toya Cho, Susan Petry"
Jay and Silent Bob Strike Back,2001,"Jeff Anderson, Ben Affleck, Jason Mewes, Kevin Smith"
Love the Hard Way,2001,"August Diehl, Jon Seda, Adrien Brody, Charlotte Ayanna"
Session 9,2001,"Stephen Gevedon, David Caruso, Paul Guilfoyle, Josh Lucas"
Jackpot,2001,"Patrick Bauchau, Daryl Hannah, Garrett Morris, Jon Gries"
Jason X,2001,"Lexa Doig, Kane Hodder, Jeff Geddis, David Cronenberg"
Made,2001,"Joe Goossen, Vince Vaughn, Famke Janssen, Jon Favreau"
Circuit,2001,"Jonathan Wade-Drahos, Andre Khabbazi, Kiersten Warren, Brian Lane Green"
Final Fantasy: The Spirits Within,2001,"Ving Rhames, Ming-Na Wen, Steve Buscemi, Alec Baldwin"
Elvira's Haunted Hills,2001,"Mary Scheer, Cassandra Peterson, ""Richard OBrien"", Scott Atkinson"
Way Off Broadway,2001,"Michael Parducci, Morena Baccarin, Brad Beyer, Jordan Gelber"
An American Rhapsody,2001,"Nastassja Kinski, Scarlett Johansson, Tony Goldwyn, Raffaella Bánsági"
Ghost World,2001,"Scarlett Johansson, Steve Buscemi, Thora Birch, Brad Renfro"
Rennie's Landing,2001,"Ethan Embry, Scott Foley, Charlotte Ayanna, Peter Facinelli"
Bully,2001,"Brad Renfro, Bijou Phillips, Rachel Miner, Nick Stahl"
Y Tu Mamá También,2001,"Daniel Giménez Cacho, Gael García Bernal, Maribel Verdú, Ana López Mercado"
Bride of the Wind,2001,"Jonathan Pryce, Simon Verhoeven, Vincent Perez, Sarah Wynter"
Gypsy 83,2001,"Kett Turton, John Doe, Karen Black, Sara Rue"
No Such Thing,2001,"Julie Anderson, Margrét Ákadóttir, Sarah Polley, Robert John Burke"
O,2001,"Mekhi Phifer, Martin Sheen, Josh Hartnett, Julia Stiles"
Human Nature,2001,"Rhys Ifans, Ken Magee, Tim Robbins, Patricia Arquette"
Dark Blue World,2001,"Ondrej Vetchý, Krystof Hádek, Charles Dance, Tara Fitzgerald"
Mulholland Drive,2001,"Jeanne Bates, Justin Theroux, Laura Harring, Naomi Watts"
The Anniversary Party,2001,"Kevin Kline, Jennifer Jason Leigh, Alan Cumming, Phoebe Cates"
Rain,2001,"Alistair Browning, Alicia Fulford-Wierzbicki, Marton Csokas, Sarah Peirse"
Big Bad Love,2001,"Paul Le Mat, Debra Winger, Rosanna Arquette, Arliss Howard"
Harvard Man,2001,"Sarah Michelle Gellar, Adrian Grenier, Eric Stoltz, Joey Lauren Adams"
'R Xmas,2001,"Drea de Matteo, Lillo Brancato, Lisa Valens, Ice-T"
Gaudi Afternoon,2001,"Juliette Lewis, Lili Taylor, Marcia Gay Harden, Judy Davis"
AmnesiA,2001,"Sacha Bulthuis, Theo Maassen, Carice van Houten, Fedja van Huêt"
Friends and Family,2001,"Rebecca Creskoff, Greg Lauren, Chris Gartin, Edward Hibbert"
Texas Rangers,2001,"Dylan McDermott, James Van Der Beek, Rachael Leigh Cook, Ashton Kutcher"
The Holy Land,2001,"Albert Iluz, Saul Stein, Tchelet Semel, Oren Rehany"
Revolution #9,2001,"Spalding Gray, Michael Risley, Adrienne Shelly, Callie Thorne"
America So Beautiful,2001,"Mansour, Atossa Leoni, Belinda Waymouth, Shohreh Aghdashloo"
Kaaterskill Falls,2001,"Hilary Howard, Mitchell Riggs, Anthony Leslie"
Ever Since the World Ended,2001,"Aubrey Ankrum, Dan Plumlee, Linda Noveroske, James Curry"
Kissing Jessica Stein,2001,"Jennifer Westfeldt, Heather Juergensen, Esther Wurmfeld, Tovah Feldshuh"
Kwik Stop,2001,"Lara Phillips, Michael Gilio, Rich Komenich, Karin Anglin"
The Hidden Wars of Desert Storm,2001,"Norman Schwarzkopf, John Hurt, Scott Ritter, Ramsey Clark"
Sidewalks of New York,2001,"Edward Burns, Michael Leydon Campbell, Heather Graham, Penny Balfour"
The Center of the World,2001,"Peter Sarsgaard, Molly Parker, Balthazar Getty, Shane Edelman"
One Night at McCool's,2001,"Liv Tyler, Matt Dillon, Michael Douglas, Mary Jo Smith"
Mau Mau Sex Sex,2001,"Dan Sonney, Mike Vraney, David F. Friedman, Frank Henenlotter"
Just Visiting,2001,"Jean Reno, Christian Clavier, Matt Ross, Christina Applegate"
Revolution OS,2001,"Linus Torvalds, Bruce Perens, Richard M. Stallman, Eric Raymond"
Brigham City,2001,"Wilford Brimley, Richard Dutcher, Carrie Morgan, Matthew A. Brown"
American Desi,2001,"Deep Katdare, Ronobir Lahiri, Purva Bedi, Rizwan Manji"
Venus and Mars,2001,"Lynn Redgrave, Daniela Amavia, Ryan Hurst, Fay Masterson"
Never Again,2001,"Jill Clayburgh, Jeffrey Tambor, Caroline Aaron, Bill Duke"
Get Over It,2001,"Kirsten Dunst, Melissa Sagemiller, Sisqó, Ben Foster"
Amy's Orgasm,2001,"Julie Davis, Caroline Aaron, Mitchell Whitfield, Nick Chinlund"
Kill Me Later,2001,"""ONeal Compton"", Max Beesley, Selma Blair, Lochlyn Munro"
The Trumpet of the Swan,2001,"Reese Witherspoon, Seth Green, Jason Alexander, Mary Steenburgen"
Lansdown,2001,"D.W. Warren, Jennifer Carlson, Paul Shields, Chris Baran"
The Brothers,2001,"Bill Bellamy, Shemar Moore, D.L. Hughley, Morris Chestnut"
The Fluffer,2001,"Michael Cunio, Scott Gurney, Taylor Negron, Roxanne Day"
Blow Dry,2001,"Natasha Richardson, Alan Rickman, Rachel Griffiths, Rachael Leigh Cook"
The Château,2001,"Benjamin Tessier, Romany Malco, Paul Rudd, Sylvie Testud"
Manic,2001,"Zooey Deschanel, Michael Bacall, Joseph Gordon-Levitt, Don Cheadle"
Tape,2001,"Robert Sean Leonard, Uma Thurman, Ethan Hawke"
The Flip Side,2001,"Verwin Gatpandan, Dave Brown, Manong Peping Baclig, José Sáenz"
Home Movie,2001,"Ben Skora, Ed Peden, Linda Beech, Diana Peden"
Mutant Aliens,2001,"Matthew Brown, Dan McComas, Francine Lobis, George Casden"
Sugar & Spice,2001,"Marla Sokoloff, Melissa George, Mena Suvari, Marley Shelton"
Wendigo,2001,"John Speredakos, Jake Weber, Patricia Clarkson, Erik Per Sullivan"
Waking Life,2001,"Lorelei Linklater, Trevor Jack Brooks, Wiley Wiggins, Ethan Hawke"
Madison,2001,"Jim Caviezel, Mary McCormack, Jake Lloyd, Bruce Dern"
Virgil Bliss,2001,"Anthony Gorman, Kirsten Russell, Greg Amici, Clint Jordan"
"Scotland, Pa.",2001,"James Le Gros, Maura Tierney, Christopher Walken, Kevin Corrigan"
Margarita Happy Hour,2001,"Eleanor Hutchins, Holly Ramos, Larry Fessenden, Barbara Sicuranza"
Enigma,2001,"Kate Winslet, Saffron Burrows, Jeremy Northam, Dougray Scott"
The Deep End,2001,"Goran Visnjic, Peter Donat, Tilda Swinton, Jonathan Tucker"
Lost and Delirious,2001,"Jessica Paré, Mischa Barton, Piper Perabo, Jackie Burroughs"
The American Astronaut,2001,"Gregory Russell Cook, Annie Golden, Rocco Sisto, Cory McAbee"
L.I.E.,2001,"Paul Dano, Billy Kay, Brian Cox, Bruce Altman"
Brooklyn Babylon,2001,"Karen Starc, Tariq Trotter, David Vadim, Bonz Malone"
Chain Camera,2001,"Silva Arzunyan, Ethan Adagio, Leo Diaz, Stephanie De La Garza"
Super Troopers,2001,"André Vippolis, Jay Chandrasekhar, Kevin Heffernan, Joey Kern"
In the Bedroom,2001,"Tom Wilkinson, Nick Stahl, Marisa Tomei, Sissy Spacek"
The Believer,2001,"Ryan Gosling, Garret Dillahunt, Summer Phoenix, Peter Meadows"
My First Mister,2001,"Albert Brooks, Rutanya Alda, Leelee Sobieski, Natasha Braisewell"
The Invisible Circus,2001,"Cameron Diaz, Christopher Eccleston, Blythe Danner, Jordana Brewster"
The Body,2001,"Derek Jacobi, Olivia Williams, John Shrapnel, Antonio Banderas"
The Gift,2000,"Keanu Reeves, Katie Holmes, Giovanni Ribisi, Cate Blanchett"
Thirteen Days,2000,"Bruce Greenwood, Kevin Costner, Drake Cook, Shawn Driscoll"
Dungeons & Dragons,2000,"Justin Whalin, Bruce Payne, Zoe McLellan, Jeremy Irons"
Traffic,2000,"Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones, Jacob Vargas"
A Good Baby,2000,"Henry Thomas, Cara Seymour, David Strathairn, Danny Nelson"
Murderous Maids,2000,"Dominique Labourier, Julie-Marie Parmentier, Isabelle Renauld, Sylvie Testud"
Looking for an Echo,2000,"Joe Grifasi, Tom Mason, Armand Assante, Diane Venora"
Enemies of Laughter,2000,"Judge Reinhold, Rosalind Chao, Peter Falk, David Paymer"
Boesman and Lena,2000,"Angela Bassett, Danny Glover, Graham Weir, Willie Jonah"
Ed Gein,2000,"Carrie Snodgress, Steve Railsback, Carol Mansell, Sally Champlin"
The Amati Girls,2000,"Mercedes Ruehl, Sean Young, Dinah Manoff, Cloris Leachman"
Left Behind: The Movie,2000,"Kirk Cameron, Janaya Stephens, Clarence Gilyard Jr., Brad Johnson"
Secret Society,2000,"Annette Badland, Charlotte Brittain, James Wooton, Lee Ross"
The Sculptress,2000,"Katie Wright, Emmanuelle Vaugier, Jeff Fahey, Patrick Bauchau"
Book of Shadows: Blair Witch 2,2000,"Stephen Barker Turner, Kurt Loder, Jeffrey Donovan, Erica Leerhsen"
Once in the Life,2000,"Laurence Fishburne, Gregory Hines, Michael Paul Chan, Eamonn Walker"
Lost Souls,2000,"Philip Baker Hall, Ben Chaplin, Winona Ryder, Sarah Wynter"
King of the Jungle,2000,"John Leguizamo, Julie Carmen, Cliff Gorman, Rosie Perez"
Citizen Toxie: The Toxic Avenger IV,2000,"David Mattey, Heidi Sjursen, Clyde Lewis, Paul Kyrmse"
Bootmen,2000,"Lisa Perry, Sam Worthington, Vaughan Sheffield, Christian Patterson"
Mysterious Object at Noon,2000,"Djuangjai Hirunsri, Kongkiat Khomsiri, Saisiri Xoomsai"
The Great Dance: A Hunter's Story,2000,"Xlhoase Xlhokhne, Karoha Langwane, !Nqate Xqamxebe"
Prince of Central Park,2000,"Cathy Moriarty, Danny Aiello, Frankie Nasso, Kathleen Turner"
Bamboozled,2000,"Michael Rapaport, Damon Wayans, Savion Glover, Jada Pinkett Smith"
The Specials,2000,"Rob Lowe, Jordan Ladd, Thomas Haden Church, Paget Brewster"
How to Kill Your Neighbor's Dog,2000,"Lynn Redgrave, Robin Wright, Kenneth Branagh, Suzi Hofrichter"
The Price of Air,2000,"Michael Madsen, Badja Djola, Michelle Phillips, Dick Van Patten"
Pandaemonium,2000,"Samantha Morton, Linus Roache, John Hannah, Emily Woof"
The Dish,2000,"Christopher-Robin Street, Billy Mitchell, Sam Neill, Roz Hammond"
Dancing at the Blue Iguana,2000,"W. Earl Brown, Daryl Hannah, Kristin Bauer van Straten, Charlotte Ayanna"
The Monkey's Mask,2000,"Abbie Cornish, Brendan Cowell, Susie Porter, Kelly McGillis"
Sexy Beast,2000,"Ben Kingsley, Ian McShane, Ray Winstone, Amanda Redman"
Tigerland,2000,"Clifton Collins Jr., Tom Guiry, Colin Farrell, Matthew Davis"
Vulgar,2000,"""Brian OHalloran"", Bryan Johnson, Jerry Lewkowitz, Ethan Suplee"
Beautiful,2000,"Minnie Driver, Kathleen Turner, Joey Lauren Adams, Hallie Eisenberg"
The Contender,2000,"Joan Allen, Gary Oldman, Jeff Bridges, Christian Slater"
The Girl,2000,"Agathe de La Boulaye, Sandra Nkake, Cyril Lecomte, Claire Keim"
The Weight of Water,2000,"Catherine McCormack, Sarah Polley, Sean Penn, Elizabeth Hurley"
The Way of the Gun,2000,"Ryan Phillippe, Benicio Del Toro, Juliette Lewis, Taye Diggs"
A Rumor of Angels,2000,"Catherine McCormack, Ray Liotta, Vanessa Redgrave, Trevor Morgan"
The Watcher,2000,"Keanu Reeves, Ernie Hudson, Marisa Tomei, James Spader"
Pollock,2000,"Ed Harris, Molly Regan, Robert Knott, Marcia Gay Harden"
Memento,2000,"Mark Boone Junior, Guy Pearce, Carrie-Anne Moss, Joe Pantoliano"
Before Night Falls,2000,"Giovani Florido, Johnny Depp, Olatz López Garmendia, Javier Bardem"
The Day I Became a Woman,2000,"Ameneh Passand, Fatemeh Cherag Akhar, Hassan Nebhan, Shahr Banou Sisizadeh"
Brother,2000,"Takeshi Kitano, Omar Epps, Masaya Katô, Claude Maki"
The Man Who Cried,2000,"Oleg Yankovskiy, Christina Ricci, Cate Blanchett, Claudia Lander-Duke"
Quills,2000,"Kate Winslet, Geoffrey Rush, Joaquin Phoenix, Michael Caine"
Dr. T & the Women,2000,"Farrah Fawcett, Richard Gere, Helen Hunt, Laura Dern"
Whipped,2000,"Amanda Peet, Zorie Barber, Brian Van Holt, Jonathan Abrahams"
Maelstrom,2000,"Stephanie Morgenstern, Pierre Lebeau, Marie-Josée Croze, Jean-Nicolas Verreault"
State and Main,2000,"Rebecca Pidgeon, Michael Higgins, William H. Macy, Philip Seymour Hoffman"
Sade,2000,"Grégoire Colin, Marianne Denicourt, Jeanne Balibar, Daniel Auteuil"
Last Resort,2000,"Paddy Considine, Artyom Strelnikov, Steve Perry, Dina Korzun"
Bring It On,2000,"Kirsten Dunst, Eliza Dushku, Gabrielle Union, Jesse Bradford"
The Luzhin Defence,2000,"John Turturro, Stuart Wilson, Geraldine James, Emily Watson"
The Original Kings of Comedy,2000,"Bernie Mac, Steve Harvey, D.L. Hughley, Cedric the Entertainer"
The Low Down,2000,"Kate Ashfield, Aidan Gillen, Dean Lennox Kelly, Tobias Menzies"
The House of Mirth,2000,"Eleanor Bron, Terry Kinney, Gillian Anderson, Dan Aykroyd"
Ginger Snaps,2000,"Mimi Rogers, Katharine Isabelle, Kris Lemche, Emily Perkins"
Vampire Hunter D: Bloodlust,2000,"John Rafter Lee, Andrew Philpot, Wendee Lee, Pamela Adlon"
Drift,2000,"Jonathon Roessler, Desi del Valle, Andy Steinlen, Reggie Lee"
Loser,2000,"Jason Biggs, Mena Suvari, Thomas Sadoski, Zak Orth"
The In Crowd,2000,"Matthew Settle, Susan Ward, Lori Heuring, Nathan Bexton"
Thomas and the Magic Railroad,2000,"Russell Means, Peter Fonda, Alec Baldwin, Cody McMains"
Mad About Mambo,2000,"Maclean Stewart, William Ash, Tim Loane, Russell Smith"
Tattoo Bar,2000,"Alexis Valdés, Paulina Gálvez, Miguel Molina, Mercedes Ortega"
Scary Movie,2000,"Carmen Electra, Jon Abrahams, Anna Faris, Marlon Wayans"
The Gleaners & I,2000,"Bodan Litnanski, Jean La Planche, Agnès Varda, François Wertheimer"
Aberdeen,2000,"Lena Headey, Stellan Skarsgård, Charlotte Rampling, Jean Anderson"
Borstal Boy,2000,"Shawn Hatosy, Danny Dyer, Ian McElhinney, Eamon Glancy"
Trixie,2000,"Nick Nolte, Dermot Mulroney, Nathan Lane, Emily Watson"
Boricua's Bond,2000,"Frankie Negron, Ramses Ignacio, Jorge Gautier, Val Lik"
The Visit,2000,"Rae Dawn Chong, Obba Babatundé, Terrell Mitchell, Charmin Lee White"
Maybe Baby,2000,"Adrian Lester, Matthew Macfadyen, Joely Richardson, Hugh Laurie"
101 Reykjavík,2000,"Hilmir Snær Guðnason, Hanna María Karlsdóttir, Victoria Abril, Þrúður Vilhjálmsdóttir"
Scarlet Diva,2000,"Gianluca Arcopinto, Jean Shepard, Asia Argento, Herbert Fritsch"
Billy Elliot,2000,"Julie Walters, Jamie Bell, Jamie Draven, Jean Heywood"
Small Time Crooks,2000,"Hugh Grant, Woody Allen, Carolyn Saxon, Tracey Ullman"
Esther Kahn,2000,"Ian Holm, Summer Phoenix, Akbar Kurtha, Fabrice Desplechin"
The Debut,2000,"Jayson Schaal, Dante Basco, Brian Card, Eddie Garcia"
The Opportunists,2000,"Anne Pitoniak, Christopher Walken, Peter McDonald, Kate Burton"
Stardom,2000,"Jessica Paré, Jessica Mackenzie, Macha Grenon, Victoria Snow"
Cecil B. Demented,2000,"Adrian Grenier, Alicia Witt, Stephen Dorff, Melanie Griffith"
Dancer in the Dark,2000,"David Morse, Peter Stormare, Björk, Catherine Deneuve"
Fast Food Fast Women,2000,"Anna Thomson, Robert Modica, Louise Lasser, Jamie Harris"
Shadow of the Vampire,2000,"John Malkovich, Cary Elwes, Willem Dafoe, Udo Kier"
Amores Perros,2000,"Álvaro Guerrero, Gael García Bernal, Goya Toledo, Emilio Echevarría"
Lisa Picard Is Famous,2000,"Griffin Dunne, Laura Kirk, Daniel London, Nat DeWolf"
Auggie Rose,2000,"Timothy Olyphant, Nancy Travis, Jeff Goldblum, Anne Heche"
The Golden Bowl,2000,"Kate Beckinsale, James Fox, Jeremy Northam, Uma Thurman"
Requiem for a Dream,2000,"Marlon Wayans, Ellen Burstyn, Jared Leto, Jennifer Connelly"
With a Friend Like Harry...,2000,"Sergi López, Laurent Lucas, Sophie Guillemin, Mathilde Seigner"
The King Is Alive,2000,"Miles Anderson, David Bradley, Romane Bohringer, David Calder"
