title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
The Legend of Butter Chicken,2018,,,11.0,"Short, Comedy, Crime",Anurag Chaudhary,
Inspector Alpha,2018,,,23.0,"Animation, Action, Comedy",,"Tts Harry, Tts George, Nina Anjali, Ivan LI"
Ester,2018,,,,"Short, Biography",Ester Brym,
What's This Country Called Now?,2018,,,40.0,"Short, Drama",Joseph Pierson,"Zrinka Cvitesic, Rade Serbedzija, Jasna Zalica, Edis Bilic"
Dear Stella,2018,,,,"Short, Thriller",Sameena Darr,"Samantha Ferrari, Evan Tario, Jane Tetley, Sajan Dhaliwal"
Meathook Massacre 4,2018,,,,Horror,John Ward,"Brinke Stevens, Robert Lankford, Drew Marvick, Mindy Gilkerson"
Oma,2018,,,15.0,"Documentary, Short",Bill Kirstein,"Boud Kuenen, Carmen Kuenen, Charlotte Kuenen, Mara Kuenen"
The Rose,2018,,,,"Short, Drama",Martin Horlacher,"Melissa Thompson, Anthony Thomas, Jay Kallaway, April Pressler"
Control/Option/Escape,2018,,,,"Short, Sci-Fi",Gandja Monteiro,"Hannah Bernall, Victor Rasuk, Matthew Bellows, Dillon Cahill"
Cazadora,2018,,,14.0,"Short, Action, Comedy",Jenn Page,"Amber Romero, Armando Romero, Dan Mott, Xochitl Gomez"
Ladies of Leisure,2018,,,9.0,"Short, Comedy, Romance",Charlotte Elizzabeth Langley,"Chris Foster, Charlotte Elizzabeth Langley, Fred Smart, Sally Vicary"
Murmur,2018,,,,Short,Inaya Graciana Yusuf,
Terahvin,2018,,,,Comedy,Vaibhav Vats,"Carma Sharon, Rupanty Akid, Nilendra Fonseka, Sukhraj Deepak"
Rhino,2018,,Not Rated,90.0,Comedy,Scott Coffey,"Jared Gilman, David Gridley, Aurora Perrineau, Mikey Madison"
Life's a Tarantino Flick,2018,,,,"Comedy, Drama",Rob Bowen,"Desireè Myers, Nicole Goeke, J. Giordano, Brent Wilkerson"
Before,2018,,,,Short,Andrew Rudick,"Greg Berman, Janet Craig, Ben Farrow, Pechience Frost"
Say Yes,2018,,,,"Short, Music",Osei Bonsu,"Phillip Chbeeb, Makenzie Dustman, Nathan Mackie"
La machination Malastros,2018,,,118.0,Adventure,Dorian Clair,"Karen Bella, Dorian Clair, Philippe Clair, Hugo Martin"
Hard Promises,2018,,,75.0,Drama,Jeffrey Ruggles,"Nicole DuPort, Mark Berry, Merry Jo Cortada, Liesel Kopp"
Sexxy Dancer,2018,,,6.0,"Short, Comedy",Jessica Makinson,"Stephen Baumann, Stephen Bowman, Carrie Clifford, Heidi Sulzman"
Millionaire City,2018,,,,Documentary,Ina Mitchell,"Daniela Amauolruz, Tim Armstrong, John Baines, Darlene Bertholet"
The Return of Louis Horne,2018,,,15.0,"Short, Comedy, Crime",Nathan Patrick Britton,"Kenny Knight, Lorenzo Bassignani, Andy Davies, Alex Losardo"
The Follower,2018,,,4.0,"Short, Action, Thriller",Frank Battiston,"Ernest Butts, Irina Kompa, Ant Powell"
Inner Glow,2018,,,11.0,"Short, Fantasy",Joseph Park,Mel Gallo
Fools & Gold,2018,,,10.0,"Short, Comedy",Nate Nguepsi,"McKenzie Moser, Shawn Holt, Scott Michael Dunn, Joe Hammerstone"
Forest Drive,2018,,,9.0,"Short, Drama, Thriller",David J. Redman,"Cameron Love, Rob Oakman, Emily Weir"
Madness Descending,2018,,Not Rated,,"Drama, Horror, Thriller",Jimmy Cenci,"Robert Ackerman Moss, Jack Grubb, Michelle Howarth"
Tá Chovendo Muito Aí?,2018,,,,"Short, Drama",Manoel Azevedo Neto,"Matheus Guelsi, Grégori Éckert, Ismáiler Rodriguez"
Bultir Result,2018,,,116.0,Comedy,Pinaki Sarkar,"Shyamoupti Mudly, Sumanta Mukherjee, Siddhartha Chatterjee, Nitya Ganguly"
Entre Linhas,2018,,,,"Short, Drama",Yasser Monção Andrella,"Ivan de Melo Campos, Lara Lago, Germano Rusch"
Liebesstreifen,2018,,,12.0,"Short, Drama",Adrian Schwartz,"Langston Uibel, Maja-Celiné Probst"
Mind Over Matter,2018,,Not Rated,15.0,"Short, Action, Sci-Fi",Laura Donohue,"Nicholas Wolf, Sarah Rhen, Cortez Chappell, Alan R. Johnson"
Ishq firangi,2018,,,,Romance,Meena Lalit,Ashish Chouhan Bagh
My Shepherd,2018,,,11.0,"Short, Drama",Lucy McKendrick,"Clare Lahey, Michael Patton"
Unskin,2018,,,15.0,"Short, Drama, Fantasy",Elcid Asaei,"Roger Carvalho, Stephen T Box, Jácint Dávid, Bisola Bello"
Girl on the Side,2018,,,13.0,"Short, Drama",Tori Time,"Tori Time, Gabrielle Bourne, Nick Thurston, Ahna O'Reilly"
Mister Sadpants,2018,,,,"Comedy, Drama, Mystery",Wade Shields,"Frank Piciullo, Brooke Hartnett, Owen Virgin, Cameron Mahai"
Her Garden Hat,2018,,,3.0,"Short, Drama",Alice Millar,"Isbobel Boyce, Laura Sampson Hemingway"
Hollywood Mouth 3,2018,,,109.0,Drama,Jordan Mohr,"Jordan Mohr, Heidi Appe, Cliff Yates, Anastasia Art"
Lake Fear 2: The Swamp,2018,,Not Rated,80.0,Horror,Ben Wilder,"Sydney Ray, Nicholas Kolasinski, Peter Pontone, Robert Futrell"
Guilty Not Guilty,2018,,,,"Crime, Thriller",Saurav Vishnu,"Babu, Janki Devi, Malti Devi, Gita"
The Big Day,2018,,,99.0,Comedy,Arian Harandi,"Hunter C. Smith, Madeleine Johnson, Brian Gilleece, Alexandra Corin Johnston"
A Nice Quiet Life,2018,,Not Rated,85.0,"Drama, Romance",Edgar Michael Bravo,"Jordan Becker, Jacob Fortner, Taylor Clift, Nancy Daly"
La Méthode Beddington,2018,,,,"Comedy, Drama, Romance",Jeremy Morgan,"Jeremi Dubroca, Jeremy Morgan, Camille Nakachian, Christophe Chêne-Cailleteau"
The Fragile Friend,2018,,,90.0,Thriller,Salvatore Vitiello,"Francesco Biscione, Enzo Casertano, Nicasio Catanese, Antonio Friello"
2 Gentlemen of Verona,2018,,,99.0,Romance,Katherine Stewart,"Josh Hunt, Andrew DeCarlo, Katherine Stewart, Elizabeth Grace Garcia"
Defeated,2018,,,,"Drama, Romance",Joe G. LaRue,"Sophie Mazzaro, Robert Miano, Arden Banks, Emilie Germain"
The Endless Love of Salome,2018,,,96.0,Drama,Pierangeli Llinas,"Pierangeli Llinas, Melvin Cabrera, Angelica Romero, Sebastian Reyes Llinas"
Call Me Sandy,,,,90.0,Drama,Marco Iammatteo,"Elisabetta Fantone, Daniel Murphy, Larry Day, Janique Kearns"
Another World,2018,,,,,Shao Xinying,
"Mnémora: Pueblo, Poder y Tiempo",2018,,,153.0,"Action, Adventure, Sci-Fi",Alexis Fusario,"Nadia Abregu, Pablo Alfaro, Silvio Aranda, Amanda Balán Fournier"
Eleguá,2018,,,25.0,"Short, Drama",Yuri Costa,"Paulo Guidelly, Timbuca Hai, Diomar Nascimento"
Zombie Island,2018,,,76.0,Action,Gabriel Leung,
Avici,2018,,,126.0,,Xu Yong,
Sappe,2018,,,148.0,"Adventure, History, Mystery",Paul Bezuijen,"Ismay Oldenziel, Lotte Laurens, Roy Busscher, René Bodewes"
Future Lies,2018,,Unrated,118.0,"Sci-Fi, Thriller",Nicholas Bushman,"Heath Carr, Amber Reign Smith, Tony Gibbons, Seth Hammond"
The Üburglar,2018,,,,"Short, Comedy",Cutter Hodierne,
Muyarchi,2018,,,8.0,"Short, Action, Comedy",Prabhakar,"Eliaze, Prabhakar, Prashanth, Dilip"
Peldante Payanigaru,2018,,,16.0,"Short, Action, Drama",Pattabhi,"Chandan, Nikhil, Mamatha, Shivu"
Polarized,2018,,,6.0,"Short, Sci-Fi",Tim Bucknam,"Caleb McDonald, Qicheng Yang"
Falana Dhimkana,2018,,,50.0,"Comedy, Drama, Romance",Prannoy Mehta,"Anushka Banerjee, Delzad Hiwale, Abhimanyu Raghav"
Lost and forgotten,2018,,,4.0,"Short, Drama, Horror",Sergey A.,Sergey A.
Ralph's Cycle Rage!,2018,,,4.0,"Short, Comedy",Bilal M.K.,"Matthew Banks, Linda Borjesson, Sharon Spink"
The Owner,2018,,,4.0,"Short, Drama, Horror",Amr Remah,"Halle, Seif El Din Hazem, Nadim Nour"
The Skye Siblings: Paranormal Hunters,2018,,Not Rated,6.0,"Short, Comedy, Horror",Joshua Ortiz,"Tom Babb, Kat Lanier Froehlich, Joshua Ortiz, Tsuyoshi Saito"
A Service to My Gender,2018,,,5.0,"Short, Thriller",Elizabeth Burch-Hudson,
Racket Slingers,2018,,,53.0,"Comedy, Family, Sport",Sarah Best,"James Staub, Peyton Lucas, Thomas Staub, Valerie Flores"
Last Dracula's blood,2018,,,4.0,"Short, Drama, Fantasy",Sergey A.,"Sergey A., Ivan Yakovidish"
Men-O-Pause- Ages of the Colors of Love Stageplay,2018,,,92.0,Drama,Tymeka L. Coney,"Sunnii Bartee, Kathleen Bradley, Zee Cruise, Millena Gay"
Love Makeover Musical Stageplay,2018,,,120.0,Musical,Tymeka L. Coney,"Karla Alfonzo-Smith, Jensen Atwood, Lemo Coney, Tymeka L. Coney"
"Less Home, More Further",2018,,,,"Short, Comedy",Taylor Silk,"Katelyn Kenyon, Taylor Silk"
Kendall Rucks: Out of Nowhere,2018,,,4.0,"Short, Music",Ben Yonker,"Kendall Rucks, Trenton L. Culkin, Milan Anderson, Jude Damico"
Her First Time,2018,,Not Rated,13.0,"Short, Drama",Jenna Larson,"Joey Jofre, Katie Lograsso, Alice Tsui"
Tommy,2018,,,4.0,"Short, Drama",Mike Edward Stevens,"Lance Birley, Michael Chu, Atticus Cohen-Yelle, Tanya Lee"
Mondo Lizard: A Guide To Gonzo Cinema,2018,,,,Documentary,Rubber Cripple,"Tawd B. Dorenfeld, Nick Faust, Fabrizio Federico, Dylan Greenberg"
Los Retratos de la Muerte,2018,,,16.0,"Short, Horror",Ricer Mejía,"Sergio Arciniegas, Maria Camacho, Luis Fernandez, Joshar Lozano"
Crooked Strings,2018,,,33.0,"Short, Drama",Tone Melo,"Stephen Brown, K'Sean Collard, Rodney Damon Collins, Cesar Hernandez-Tirado"
Seven Circles,2018,,,3.0,"Short, Music",James Dylan Kukis,"Katie Tvorik, Kevin Oblocki, Tyler Winfield"
KKKillers,2018,,Unrated,77.0,"Horror, Thriller",Manny Velazquez,"Brian Mack, Angie Velazquez, Keisha Shadè Akinyemi, Dana Balkin"
Migration of Time,2018,,,4.0,Short,Shuaiqi Wang,Sun Fengchen
"From afar, no one sees the president",2018,,,15.0,"Documentary, Short",Rená Tardin,Luiz Inácio Lula da Silva
Look Closer: The Rise and Fall of Robert Benfer,2018,,Not Rated,46.0,Documentary,Cruz Moore,"Robert Benfer, Ashley Davies, Cruz Moore, Conner Nyberg"
Aasma,2018,,,105.0,"Action, Crime, Drama",Sudipto Sen,"Subrat Dutta, Ameet Gaurr, Sunny Hinduja, Elena Kazan"
Stardust,2018,,,6.0,"Short, Drama",Samantha Sadoff,"Carol Massenburg, Kamia Benge, Janice E. Hughes, Bobby R. Poirier"
Demon walked at night in the park alone,2018,,,4.0,"Short, Fantasy, Horror",Sergey A.,Sergey A.
Homo Feminus,2018,,,6.0,Short,Margarita Solomko,"Anniken Aalbu, Rachel Carter, Avery Danielsen, Christina Frost"
Rain Dance,2018,,,10.0,"Short, Sci-Fi",Quinn Cavin,"Michael Abbott, Austin Ridley"
Raiders of the Hidden Donald Trump Fetish Doll,2018,,Not Rated,,"Short, Comedy, Thriller",Angel Connell,"Angel Connell, Paul Taft, Kermens Atwood, Corey Wells"
Eendhan,2018,,Not Rated,20.0,"Short, Action",Prashast Singh,Prashast Singh
Underground Sunshine Cinema,2018,,,56.0,Documentary,Cameron Tucker,"Sean Michael Gloria, Josh Noftz, Stefanie Davis, Thomas Frick"
Rejection,2018,,,2.0,"Short, Comedy",Judaea Driscoll,
"Love, Marriage, and Basketball",2018,,,,"Documentary, Short",Andy Lipton,
In Silence,2018,,,6.0,"Short, Drama",Mark Banner,"Megan Paul, Gary Parson"
Reboot Me,2018,,,3.0,"Animation, Short",Jake Sloan,Eleanor Forte
The Cheeseburger,2018,,,5.0,"Short, Comedy",Hillary Berkowitz Nussbaum,"Jenna Dioguardi, Leah Gottfried, Danielle Strauss"
The Bachelor Party: The Bachelor Parody- The Playboy's Impossible Mission,2018,,Approved,115.0,Comedy,Tremain Hayhoe,"Shawn Valentino, Rich Twilling, Denise Poole, Brenda Salas"
As Mad as a Cut Snake,2018,,,,"Short, Drama",Victoria Morgan,"Cathy Adamek, Christopher Duncan, Brant Eustice, Eliza Lovell"
Fios de Alta Tensão,2018,,,84.0,Documentary,Sergio Gagliardi Gag,
Mein Bhi,2018,,,19.0,"Short, Thriller",Krtank Chaudhary,"Harshit Handa, Nisha Kashyap, Adeeba Khan, Namrata"
Conversazione Privata (I Will Survive),2018,,,20.0,"Short, Drama",Antonio Genovese,"Antonio D'Emilio, Andrea Di Luigi, Fabrizio Eleuterio, Ilaria Spera"
Punishment,2018,,,11.0,"Short, Fantasy, Horror",Sergey A.,Sergey A.
Kissing,2018,,,3.0,"Short, Comedy",Alexander Hahn,"Lauren Bacall, Brigitte Bardot, Ingrid Bergman, Humphrey Bogart"
Stadium Anthems,2018,,,99.0,"Comedy, Drama, Music",Scott Douglas Brown,"Toddy Walters, Kayden Kross, Jude Moran, Christopher Soren Kelly"
Halloween Horror Tales,2018,,,77.0,"Horror, Thriller",Jeff Kirkendall,"Mel Heflin, Bruce G. Hallenbeck, Deana Demko, Kathryn Sue Young"
Fuck You All: The Uwe Boll Story,2018,,Not Rated,97.0,"Documentary, Biography",Sean Patrick Shaul,"Uwe Boll, Natalie Boll, Dan Clarke, Keith David"
44 Days,2018,,,52.0,Mystery,Lemo Coney,"Angelica Adewale, Charlie Blue, Tymeka L. Coney, Gracelyn Connor"
Hearing,2018,,Approved,15.0,"Short, Drama",Saeed Rezaei,"Ali Ghesmati, Salman Goudarzi, Hamidreza Moradi, Mahbube Rabetian"
Hearing,2018,,Approved,15.0,"Short, Drama",Saeed Rezaei,"Akbar Ahmadi, Ali Ghesmati, Salman Goudarzi, Hamidreza Moradi"
I Come and Stand at Every Door,2018,,,7.0,Short,Imran Firdaus,Mohammad Yusuf
Slime,2018,,,76.0,Music,Trae Dungy,"Kenneth Gwynn, Mario Perkins, Girard Pettigrew, Kiana Raven"
Pennie,2018,,,60.0,Documentary,Lola Clavo,Pennie Key
1991,2018,,,4.0,"Short, Drama, Thriller",Sergey A.,Sergey A.
Tingo Lingo,2018,,,18.0,"Short, Documentary",Wallace Santos,"Vitorino da Silva, Eliélson Barros, Waltemberg da Silva, Maria Gorette"
That Which We Fear,2018,,,6.0,"Short, Drama",Samuel Herklots,"Sarah Jensen, Liberty Phelan"
Ela Acorda Cedo,2018,,,21.0,"Short, Drama",Elisa Aleva,"Marina Azze, Maria Brasil, Itamara Bueno, Lucas Marques"
Life on Mars?,2018,,,3.0,"Animation, Short",Matt Wilson,
Echoes in Silence,2018,,,,"Short, Drama",Viktoria I.V. King,"Ashanti J'Aria, Wi-Moto Nyoka, Viktoria I.V. King, Brie Brewer"
Murderabilia,2018,,,4.0,"Short, Horror",,"Jake Mendes, Nilsa Noel, Timothy L. Raynor, Haleigh Burckley"
Chaos From The Old World,2018,,,14.0,"Short, Fantasy, Horror",Paul Miloslavsky,Paul Miloslavsky
R3CKL3$$ the Mini Movie,2018,,,12.0,"Short, Crime, Drama",J.L. Bolden,"Sasha Acacia, Annunati, Vanessa Barton, Edward Blair"
Evrensel Döngü: Yasam Agacina Yolculuk,2018,,,120.0,"Action, Adventure, Drama",Furkan Kopuz,"Furkan Kopuz, Adem Yildirim, Busenur Sahin, Ibrahim Yukaripinar"
Hunter's Weekend,2018,,,71.0,"Comedy, Horror",Amy Taylor,"Christopher J. Young, Ben Guenther, Emaline Williams, Stefan Kumor"
Fatima's Revenge,2018,,,,Thriller,Gerald Barclay,"Gerald K. Barclay IV, Bea Barclay, Carter Burch, Jessica Claire"
Carl and Doug,2018,,,9.0,"Animation, Short",Jak Khampadith,"Chad Moeun, Mimi Alexander, Rene Aquino, Matt Bruneau-Richardson"
Fake It Til You Make It,2018,,,10.0,"Short, Comedy, Romance",Sam Jones,"Ryan Taylor, Dee Rogers, Nicholas Cook, Jessica Drew Chastain"
Sharks vs metro,2018,,,7.0,"Short, Action, Comedy",Sergey A.,"Sergey A., Nikolay Yeriomin"
Tinker',2018,,TV-PG,97.0,"Drama, Family, Sci-Fi",Sonny Marler,"Clayne Crawford, Christian Kane, Wilmer Calderon, Colt Crawford"
Ambitious,2018,,,8.0,"Short, Romance",Clément Surcouf,"Duncan Talhouet, Fanny Combettes"
Nudar,2018,,,,"Documentary, Short",Rand Beiruty,
Virgin Genocide,2018,,,51.0,Horror,Sean Weathers,"Sean Weathers, Sara Rosenberg, Mao Hanada, Elma Bayliss"
The Devil's Camera,2018,,,52.0,Horror,Sean Weathers,"Sean Weathers, Elma Bayliss, Rachel Navarro, Safiya"
L.A. Stories,2018,,,,"Documentary, Short",Sara Newens,"Novena Carmel, Penelope Gazin, Lili Hayes, Maceo Paisley"
The Sale,2018,,,,Short,Michaela Kim,"Michael Abram, Natalia Aranguren, Azfar Farooqui, Martin Huss"
Blur,2018,,,12.0,"Short, Drama",Juan Luis Bravo,"Lauren Fields, Daniel Bruington, Lexie Stevenson, Demetrius Butler"
Metta World Teeth,2018,,Not Rated,3.0,"Short, Comedy",Nik Harper,"Matthew Griffin, Jesse Lamar High, Metta World Peace, Michaelene Stephenson"
Into the Sunset Documentary,2018,,Approved,47.0,Documentary,SeJames Humphrey,SeJames Humphrey
Psychic Games,2018,,,9.0,"Short, Crime",Matt Osborne,"Paisley Lynn Greer, Freddie Jarrett, Viktoria Kurmisa, Viktorija Kurmisa"
Psychic Games,2018,,,9.0,"Short, Crime",Matt Osborne,"Paisley Lynn Greer, Freddie Jarrett, Viktorija Kurmisa"
T-Shirt Theatre presents Kipuka: An Anti-Bullying Project,2018,,,66.0,Documentary,Jeremiah Tayao,"Kimberly Kae Aguilar, Claire Marie Alegre, Jarren Amian, Nadia Amian"
Lighthouse,2018,,,4.0,"Short, Horror, Thriller",Sergey A.,"Aiva Onfroy, Sergey A."
For a Better Life,2018,,,10.0,"Animation, Short",Yasmin Mistry,Fekri Kram
Desperate Ghosts,2018,,,96.0,"Fantasy, Mystery, Thriller",Pascal Ilie Virgil,"Alan O'Silva, Edurne San Jose Eraso, Ion Ionut Ciocia, Francisco Vazquez"
Riley,2018,,,6.0,"Short, Comedy, Drama",Tyler Baikie,"Alice Foulds, Kayla Burke, Oisin O'Connell, Bo Myburgh"
Carga,2018,,,113.0,Drama,Bruno Gascon,"Michalina Olszanska, Vítor Norte, Rita Blanco, Sara Sampaio"
Lotte That Silhouette Girl,2018,,,,"Documentary, Short",Elizabeth Beech,"Erica Hanrahan-Ball, Lotte Reiniger"
These 3 Waters,2018,,,,Short,Amhalise Morgan,"Azza Gallab, Nora Mercedes Li, Lara Wolf"
Mugworth,2018,,,70.0,"Animation, Fantasy, Horror",Marc Fernandez,"John Waters, Darren Smith, Eilis Cahill, Marc Fernandez"
Altar,2018,,,3.0,"Short, Drama",Damien Rowe,Damien Rowe
Hitmen,2018,,,5.0,"Short, Comedy, Crime",Nicholas Burt,"Ned Baulderstone, Harry Fiedler, Hugh Whittle"
Intercity,2018,,Not Rated,50.0,"Action, Thriller",Prashast Singh,Prashast Singh
Hope's Mission,2018,,,61.0,Documentary,Richard Jackson,"Alfred Gillio, Victoria Yousefi"
Rebel,2018,,Not Rated,,"Short, Comedy",Derek Jeremiah Reid,"Carley Harper, Malu Martins, Meitar Paz, Derek Jeremiah Reid"
Animal World,2018,,,132.0,"Comedy, Drama",Can-zhao Lam,"Haokun Gou, Gu Jianping, Lv Liang, Tian Ling"
Dominic Day,2018,,,90.0,"Comedy, Drama, Romance",Neo Bryce Largo,"Jerrick Luy, Patricia Teoxon, Casper Dela Cruz, David Shem Calida"
The Conservationist,2018,,,12.0,"Short, Thriller",Ken White,"Kiowa Gordon, Laura Lovo, Craig Menteer"
Unspeakable Acts,2018,,Not Rated,100.0,Horror,Daniel Richardson,"Daniel Richardson, Matt Sneed, Josh Chaney, Jim Green"
Unsocial Justices,2018,,,55.0,Action,Terance Mcleod,"Fankesha House, Stanley McClover, Taylor Mcleod, Terance Mcleod"
Gryphon Animo,2018,,,11.0,"Animation, Short",Matthew Maloney,
Post Apocalyptic Commando Shark,2018,,,82.0,"Action, Comedy",Sam Qualiana,"Simeon Qualiana, Mick O'Keefe, Andrew Elias, Sam Qualiana"
King of Crime,2018,,,102.0,"Action, Crime, Drama",Matt Gambell,"Mark Wingett, Claire King, Rachel Bright, Nicholas Brendon"
Pursue Your Horror,2018,,,4.0,"Short, Drama",Michigan Moses Goldsby,"Peter Boiadzhieff, Sa Brown, Deshelle Taylor"
MiLK,2018,,,2.0,"Short, Horror",Miguel Alejandro Marquez,"Cade Roberti, Miguel Alejandro Marquez"
Extra-T,2018,,,18.0,"Short, Horror, Sci-Fi",Ivan Yakovidish,Ivan Yakovidish
Cursed forest,2018,,,63.0,"Horror, Thriller",Sergey A.,Sergey A.
Meeting with the Devil,2018,,,,Short,Theo Kim,"Matt Hamilton, Christian Sloan, Trevor Koot, Yan-Kay Crystal Lowe"
Go Home - A casa loro,2018,,,84.0,Horror,Luna Gualano,"Antonio Bannò, Sidy Diop, Shiek Dauda, Cyril Dorand Domche Nzeugang"
Everything Is Wonderful,2018,,Not Rated,79.0,"Comedy, Drama",Pia Mechler,"Tonia Sotiropoulou, Pia Mechler, Hannah Herzsprung, Alexis Georgoulis"
The Actor,2018,,R,104.0,"Comedy, Crime, Drama",Bijan Daryani,"Bijan Daryani, Kaye Tuckerman, Harry Aspinwall, Linda Mendivel"
Un caffè,2018,,,9.0,"Short, Comedy, Drama",Salvatore Cesarano,"Salvatore Cesarano, Antonio Coscia, Euridice De Matthaeis, Susanna Severino"
"Incident 1, Haunted Halloween",2018,,Unrated,1.0,"Short, Horror",Giovanni Pistachio,"Rossi Jensen, Cameron Damn MacDonald"
Clown Car,2018,,,4.0,"Short, Horror",Jake Bentley,Shantelle Keech
Der Esel hieß Geronimo,2018,,,80.0,"Documentary, Adventure",Arjun Talwar,
Henry,2018,,,14.0,"Short, Drama, Horror",Katreeva Phillips,Francis Henry
We-Fi,2018,,,8.0,"Short, Comedy",Claire Hanna,"Tess Dobré, Madeline MacRae, Keith Thomas, Ashleigh Hales"
By Wind and Waters.,2018,,,6.0,"Documentary, Short",Maka West Jr.,
SIN-SFO,2018,,,11.0,"Short, Drama",Leon Cheo,"Sonja Inge, Lydia Look, Jen Sung, Ying Yuen"
Matriarch,2018,,R,91.0,"Horror, Thriller",Scott Vickers,"Charlie Blackwood, Julie Hannan, Scott Vickers, Alan Cuthbert"
Sparked,2018,,Not Rated,11.0,"Short, Drama",Jenna Larson,"Jenna Larson, Alex Felix, Kaelyn Gutierrez, Carlos Revenga"
Second Hand Store Horror Tales,2018,,,,Horror,Dionne Jackson,"Joseph D. Durbin, Devon Marie Saunders, Maria Santucci, Sandra Belforte"
La Sirène,2018,,,15.0,Short,Peter Solis Nery,"Jannah Poncy, Charles Laza, Miji Deypalubos, Rowena Siva Gandeza"
Celeste Aida,2018,,,,"Animation, Short",Gilad Ostrover,Animated Character
Kanun,2018,,,89.0,Drama,Til Obladen,"Blerim Destani, Kida Khodr Ramadan, Frederick Lau, Xhevdet Jashari"
2 in the Bush: A Love Story,2018,,,97.0,"Comedy, Drama, Romance",Laura Madalinski,"Sarah Mitchell, Travis Delgado, Caitlin Aase, Melissa DuPrey"
Metanoia,2018,,,8.0,"Short, Horror",Michael Fullerton,"Steve Field, Wilf Field, Michael Fullerton, Greg Hesford"
Lisa!,2018,,,81.0,Drama,Mario Schollenberger,"Sarah-Anna Baur, Tor Iben, Nora Pandora, Mario Schollenberger"
Haunted,2018,,,9.0,Short,Felipe Santiago,
Shadow,2018,,,17.0,"Short, Drama, Horror",Benjamin M. Algar,"Corrie Legge, Daniel Martin Berkey, Austin Levine, Sean Pohle"
De Profundis,2018,,,11.0,"Short, Crime, Drama",Rubén Jiménez,"María Pacheco, Alberto Jiménez, Ángeles Redondo"
The Place to Be (Documentary),2018,,,13.0,Short,Julia Elizabeth Evans,
Nangana,2018,,,30.0,"Short, Thriller",Jamie Murray,"Googoorewon Knox, Judd English, Anthony Thomas"
Crush,2018,,,6.0,"Short, Adventure, Drama",Kerry Gamberg,"Eric Elliott, Gabriel Moyes-Vaandering"
Jesse's Girl,2018,,,18.0,Short,M. Keegan Uhl,"Cassidy Freeman, Katie Locke O'Brien, Marisa Hood, Tacey Adams"
Dead Squad: Temple of the Undead,2018,,,90.0,Horror,Dominik Hauser,"Erika Ervin, Conan Stevens, Carma Sharon, Bianca Zouppas"
It's Who You Know,2018,,,20.0,"Short, Drama",Ricky Rosario,"Lee Bingham, Winter Dunn, Craig Fishback, Matthew Furfaro"
Burnt Year,2018,,,,Drama,Ian Flick,"Megan Lipski, Courtne Alyssa Moran, Alan Prince, Jennifer Peterson-Vehrs"
Live to Remain,2018,,,8.0,"Short, Drama",Bartek Sozanski,"Phoebe Sharman, Katharina Naumow"
The Road to Edmond,2018,,,125.0,Comedy,David Trotter,"Nathanael Welch, Tripp Fuller, Crystal Chandler, Patrick Daskol"
La Cacería,2018,,,,"Short, Drama",Fernando Lacolla,"Nestor Rosso, Pablo Limarzi, Andres Irusta"
Speak of the Devil,2018,,Not Rated,85.0,Documentary,Nick Bougas,"Blanche Barton, Peter H. Gilmore, Anton LaVey, Karla LaVey"
Rendezvous in Chicago,2018,,,69.0,"Comedy, Drama, Romance",Michael Glover Smith,"Haydée Politoff, Clare Cooney, Matthew Sherbach, Maggie Scrantom"
Seeker,2018,,,17.0,"Short, Horror, Thriller",Evan Samaras,"John Soul, Stavroula Sophia, Magdangela Kosmetatos, Chloe Miller"
Pale City,2018,,,,"Short, Crime",Timothy Mather,"Ryan B. Johnson, Casey Tutton, Kelli Victoria Scarangello"
"DISTORSIÓN, En medio del caos",2018,,,70.0,Thriller,Tomás Rangel Smith,"Eliane Chipia, Ana Lugosi, Michels Skwierinski"
"Crime Squad, The Movie",2018,,TV-PG,15.0,"Short, Comedy",Roy Lewis Garton,"John Fowler, Patrick Frank, Jessica Annas, Mark Dudney"
