title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
Gone Batty,Pre-production,,,,"Documentary, Biography",Martin Horlacher,"Martin Horlacher, Storm Stanford, Meg Churches, Tim Pearson"
Reality Licks,Announced,,,,Comedy,,
A Blow to the Head,Pre-production,,,,"Crime, Drama",David O'Brien,"Jack Ellis, Carma Sharon, Damian Nixey, John Michael Burdon"
Hotel of Love,Announced,,,20.0,"Short, Drama",Robin Sörbom,
Blind Courage,Announced,,,,"Adventure, Drama",Clint Ross,
Rolling Stoned,Post-production,,,105.0,"Adventure, Comedy",Nick Parker,"Will Gardner, Jordan Matlock, Laurel Dalton Sein, Steven David Walton"
Shattered Memories,Announced,,,,Horror,Justin Angeloni,"Rachel Alig, James Cavlo, Brian Rodriguez, Alec Espinosa"
Speed Dating Troubles,Post-production,,,20.0,"Short, Drama",Frank V.V. Boss Jr.,"Bryan Boettcher, Erin Day"
Book of Ash,Announced,,,,Horror,Jordan Pacheco,"Lynn Lowry, Kati Salowsky, John Dugan, Timothy Patrick Quill"
Zombiemom,Completed,,Not Rated,15.0,"Short, Comedy, Horror",Meg Quisenberry,"Johanna McGinley, Lex Anastasia, Arthur Chu, Thomas Dubyna"
Suburban Vampire,Post-production,,,,"Short, Thriller",Gerard Groves,"Harvey McDonald, Gerard Groves, Jason Fisher, Rhiannon Leigh"
Ancient Lights,Post-production,,,75.0,"Drama, Fantasy",Sandra Rojas González,"Katherine Ramdeen, Mary Galloway, Al Dales, Jane Craven"
KPG,Post-production,,,,Drama,Rodrigo Sousa e Sousa,"Sidney Santiago, Andrio Candido, Filipe Lacerda, Ivy Souza"
Surviving College,Announced,,,,"Comedy, Horror",,
48 Hours Alone,Filming,,,,"Horror, Mystery, Thriller",Sándor Tóbiás,"Ferenc Gyebnár, Sándor Tóbiás"
Marked,,,,,Horror,Chase Smith,"Chanel Ryan, Michael Aaron Milligan, Austin Freeman, Becca Beton"
The Ipanema File,Post-production,,,,"Crime, Drama, Mystery",Daniel Owen van Dommelen,"Simeon Willis, Edward Cartwright, Anna-Marlene Wirtz, Cristina Neacsu"
Street Legends,Announced,,,,"Action, Crime, Drama",Danté Orange,
"Alice, Sweet Alice",Announced,,,,"Crime, Drama, Horror",Dante Tomaselli,
Wolfpack,Pre-production,,,60.0,"Drama, Romance",,"Jenna Kenney, Brodie Cornish, Robin Nicolle, Daniel Ilija James"
"In It, Not of It",Announced,,,,Drama,Trent Hanson,
Love Is Afoot!,Pre-production,,,,"Comedy, Musical, Romance",,
Cased,Filming,,,80.0,Sci-Fi,Niko Saarela,"Annika Korhonen, Katariina Määttä, Niko Saarela"
Apocalipse,Filming,,,,Thriller,Telmo Martins,"Filipa Alexandra, Susana Magda, Gina Henriques, Sónia Picão"
Tuesday Girl,Announced,,,,Comedy,Joanna Bowers,Abby Elliott
Red Harvest,Announced,,,,"Comedy, Horror",Zach Klinefelter,"Benjamin Barton, Zach Klinefelter, Nicole Long, Joe Babcock"
Mariposa,Announced,,,100.0,"Drama, Family",,"Katia Gomez, Cristina Figarola"
Beaten Path,,,,,"Adventure, Drama",Vincent Cosentino,"Deep Rai, Amber Adams, Carole Love-Forbes, Richard Kreps"
The Jump List,Filming,,,32.0,"Short, Drama",Noam Suissa,"Quintin King, Evan Coates, Noam Suissa, Joseph Calnan"
Swimming with Dolphins,Completed,,,,"Comedy, Drama, Romance",Robert W. Filion,"Kevin L. Johnson, Michael Melendez, Vanelle, Paul Gibson"
Banned - Senza Uscita,Completed,,,100.0,"Horror, Thriller",Fabrizio Giuliano,"Gabriele Arena, Silvia Nicoloso, Enrico Sortino, Francesca Pulvirenti"
Operation Alley Cat,Filming,,,30.0,"Animation, Short, Adventure",Mark Flood,"Jay Britton, Mark Flood, Martin Quinn, Maeve Baxter"
Thanatos,,,,,"Romance, Sci-Fi",Marc Mora,Marc Mora
My Reality,Completed,,,70.0,"Comedy, Drama",Marcia Kimpton,"Marcia Kimpton, Anthony Taylor, David Alan Graf, Tom Wade"
No Reason,Post-production,,,,"Crime, Horror, Thriller",Carla Saunders,"Teresa Celeste, Mimi Faust, Toya Sessoms, Beliria Sims"
For the Love of Ella,,,,,Comedy,James Farina,"Ewen MacIntosh, Lucy Drive, Bruce Jones, Vicki Michelle"
Dinosaur Valley,Announced,,,,"Adventure, Fantasy",,"Avery Guerra, Martin Thon, Prashant Prabhakar, Goro"
Jake Joins a Cult,Announced,,,,Comedy,,"Keith Cooper, Adam Rodness, April Morgan, Bob Charters"
The Interview,,,,,"Short, Thriller",Nikola Avramov,"Stefan Buzurovic, Slobodan Bestic, Marina Lazarevic"
I Filmed Your Death,Post-production,,,90.0,"Drama, Horror",Sam Bahre,"Michael Horse, Lloyd Kaufman, Peter Tork, Robert Kerman"
Americanos Na Terra Da Copa,Post-production,,,,Drama,Ayron Borsari,J.G. Franklin
L.O.E.,Post-production,,,10.0,"Short, Sci-Fi",Tyler Hickman,"Alethea Delmage, Nate Loftin"
Unbreakaboy,Filming,,,90.0,"Action, Comedy",Rebecca Rehm,
Medusa,,,,,Thriller,Gordon Milcham,
Lacy and Veronica Crash a Wedding,Announced,,,10.0,"Short, Comedy",Donnell Rawlings,"Frank Medrano, Donnell Rawlings, Ashli Haynes, Bobby Reed"
Death Room,Pre-production,,,,"Short, Drama, Thriller",Karen Strode,"Bobby Smith, Vason Jomkumsingh"
L'art de vivre,Announced,,,,Crime,Olivier Tangkun,
Kill Everyone,Announced,,,,Horror,,
Citizens,Post-production,,,,Drama,Alex Monty Canawati,"Alex Monty Canawati, Todd Geyer, Juliet Landau, Rena Riffel"
Voices from the Abyss,Post-production,,,60.0,Documentary,Carla Lopez,"Ana María Aboglio, Randall Cannon, Jhonny Obando, Gary Smith"
Meet the Cadavers,Pre-production,,,,"Comedy, Horror",David V.G. Davies,"Pete Bennett, Michael Chapman, Joelle Koissi, Marc Sinclair"
Committed,,,,,"Drama, Horror, Mystery",Saman Yaghmai-Aledavoud,"Cortney Palm, Caitlin Muelder, Myles Cranford, Ali Saam"
Alive!! On Stage!! The Return of the Midnite Spook Show,Post-production,,,,Documentary,Jeff Markin,"Tom Savini, Daniel Roebuck, Bob Burns, Chuck Williams"
Madison County 2,Announced,,,,Horror,,
El juego de BMX,Filming,,Approved,45.0,Sport,Juan Hodgson,"Victor Villarreal, Melissa Barragan, Andres Correa, Joel Gonzalez"
The Trees Have Eyes,Completed,,,,Horror,Jordan Pacheco,"Tony Moran, Timothy Patrick Quill, David Michael Carpenter, Jackie B. Fabian"
Fly Like a Bumblebee,Pre-production,,,,Drama,Phil Klein,"Kadan Rockett, Todd Robbins"
The Wingwalker,Announced,,,,"Drama, Thriller",Alonso Alvarez,"Luis Moncada, Daniel Moncada, Max Arciniega, Julio Cesar Cedillo"
"Because I can't see forgiveness, and you can't see the crime",Announced,,,,"Crime, Drama, Thriller",Alonso Alvarez,
Colony 10,Announced,,,80.0,"Action, Sci-Fi, Thriller",Wendy Crouse,"Veronica Pierce, Wendy Crouse, Angelita Aronce Sorensen, Jesse Ferraro"
MegaBall$,Announced,,,,Comedy,Marc Baron,"Vincent Pastore, Joseph R. Gannascoli, Lin Tucci, Marc Baron"
The Candidate,,,,87.0,"Drama, Thriller",,
The Days Never Know,Announced,,Not Rated,110.0,Drama,Taylor McCleve,"Serena Laney, Rene Van Alstine, Sean Worsley, Michael G. Coleman"
"Me, Myself & Murdoch",Announced,,,120.0,"Comedy, Drama, Mystery",Yahya Alabdallah,
Martin Luna,Announced,,,,"Animation, Family, Fantasy",Andres Cuevas,
Sacajawea: The Windcatcher,Announced,,,,"Adventure, Drama, History",,"Raoul Max Trujillo, Dennis Ambriz, Ron Weisberg"
Dostoyevsky Reimagined: The Making of Notes from the New World - BTS,Post-production,,,,Documentary,Vitaly Sumin,"Vitaly Sumin, Rebecca Light, Natasha Blasick, Nathanael Theisen"
Dawgtown,Filming,,,,"Animation, Action, Drama",Justin Murphy,"Stacey Dash, Jason Beghe, Kayla Radomski, George Foreman"
Handbag,Completed,,,85.0,"Documentary, Biography",Monica Davidson,
Mean Gene,Announced,,,,"Action, Drama, Fantasy",,Gar Rogala
Conquest of Area 53,Post-production,,,,"Adventure, Comedy, Sci-Fi",Zach Klinefelter,"Benjamin Barton, Zach Klinefelter, Christopher Hope, Keith Carlson"
No News from Harare,Post-production,,,29.0,"Documentary, Short, Drama",Wendy Dent,
Dark Unrest,Completed,,,93.0,Horror,Chosen Effect,"Chosen Effect, Anna Baranowska, Jamie Joseph, Brigette Paroissien"
Porcelain Presence,Post-production,,,,Thriller,Eliza Bibb,"Anna Tarsh, Carol Cummings, Renee Molloy, Stuart Horobin"
Empty the Sun,Announced,,,,Drama,,
Susie Q,Completed,,,75.0,"Crime, Drama",Vilan Trub,"Anthony Robles, Ausar A. English, Olga Elliot, Alan Bendich"
Limestone Burning,,,Unrated,74.0,"Drama, Horror",Dominic Mendez,"Dominic Mendez, Jacob Smaczniak, Madelyn Pecyne, Anthony Lattuca"
The Inklings,Announced,,,,"Biography, Drama, History",,
About a Girl,,,,,Drama,Franceasca Seiden,
Seven Night Stay,Announced,,,,Drama,Casey Cross,
Violet Is Blue,Announced,,,,Action,Vivita,"Tony Watt, Vivita, Mike Burry, Sophia The Cat"
Crimson Saints,Announced,,,90.0,"Action, Crime, Horror",Keith Smith,"Clint Howard, Candace Kita, Lauren McKnight, Nadia Dawn"
Quick Momma,Filming,,,86.0,Drama,Roy Bowerman,"Graham K. Furness, Ashlee Jensen, Faith Chase, Chosen Effect"
Xenomorph,Announced,,,,Sci-Fi,John Vincent,
Challenges,Completed,,,125.0,"Documentary, Drama",CJ Johnson,"The Briggs Family, Rosa Mendoza, Tamika Thompson, The Thompson Family"
Itinerum Mentis,Announced,,,,"Fantasy, Mystery, Romance",Simone 'The Ronx' Ronci,"Stefano Di Palma, Françoise Dehaipe, Jasmin Declaire"
Lune de Miel,Completed,,,80.0,Drama,Simon Hoff,"Fabien Mornet, Joel Thum, Sebastian Faust, Caroline Tudyka"
The Unknown,,,Not Rated,90.0,"Drama, Thriller",Brent S. Duncan,"Douglas Sidney, Brandon Van Vliet, Noah Coon, Bob Cummings"
Daementia,Announced,,,90.0,"Fantasy, Horror, Thriller",John Rackham,"George Irving, Robert H. Wainwright, Tom Bott, Natalia Celino"
Remis,Announced,,,95.0,"Action, Biography, Crime",,
Fix and Flip,Announced,,,90.0,Comedy,,Rhys Wyn Trenhaile
Never Have I Ever,Post-production,,,,"Comedy, Horror",Zachary Paul,"Brett Blaylock, Trace William Cowen, Heather Marie Olsen, Charitina Goebe"
El Secreto del Retrato,Pre-production,,,,"Comedy, Drama",Janet Alvarez Gonzalez,"Hemky Madera, Louis Gossett Jr., Donny Boaz, Carlos Carrasco"
This Film Hates You,Post-production,,,,"Drama, Horror, Mystery",Anthony Kilburn,"Krystyn Tsagarakis, Seth Langner, Christina May, Walter Colson"
Elevator Gods,Post-production,,,94.0,Comedy,Pete Hunt,"Pete Hunt, Stuart Wolfenden, Quinn Patrick, Darren Jacobs"
Subversion,Pre-production,,,,"Action, Horror, Thriller",,"Jacob Vargas, David Paladino, Sevier Crespo"
Clipeado,Announced,,,110.0,"Comedy, Thriller",,
Star Nation,Post-production,,,,Documentary,Justin Agnew,"Steven Bonnell II, Johan Lucchesi, Josh Marston, Kevin Riley"
Bill Plympton Presents: Magnum Farce,Announced,,,90.0,"Animation, Comedy, Crime",Ken Mora,"Tom Kenny, Larry Hankin, Barbara Goodson, Kyle Hebert"
Moon Dog,Announced,,,,Drama,Davor Radic,"Philip Linné, Eric Tarqui, Sandy Nilhamn"
The Latin from Manhattan,Filming,,,,Drama,Thomas Mignone,"Drea de Matteo, Taryn Manning, Michael Madsen, Jesse Metcalfe"
A Soldier's Mind,Completed,,R,90.0,Action,Sean Markus,Amir Kovacs
Face Value,,,,,Drama,Alexander Emmert,
Legend of Black Lotus,Announced,,,,"Action, Adventure, Drama",,
Our American Sweetheart,Announced,,,,"Biography, Drama",Thomas R. Bond II,"Gary Lockwood, Aimee-Lynn Chadwick, Taryn Southern, Samantha Lockwood"
Toto La Momposina,Announced,,,,Documentary,Donald Roman Lopez,"Lila Downs, Edgard Tenenbaum, Toto La Momposina, Andrea Echeverry"
The Ellen and Ted Show,Announced,,,,"Comedy, Romance",,"William Miller, Sandra Bernhard, Michael Urie, Jeff Bryan Davis"
White Widow,Announced,,,90.0,"Comedy, Crime, Drama",Christian Filippella,"Tommy Flanagan, Mark Boone Junior, Jennifer Finnigan, Ronn Moss"
The Next Big Hit,Pre-production,,,116.0,"Action, Comedy, Musical",Renata Green-Gaber,"Lisa Catara, Perry Anzilotti, Zak Lee"
Alone,,,,9.0,"Short, Adventure, Family",Mariano Sosa,"Romina Iacovetta, Juan Manuel Quinteros, Mauco Sosa"
A Not So Fairy Toxic Tale!,Post-production,,,8.0,"Short, Drama, News",Cat Grant,Boyd Kodak
Two Summers in Kosovo,Post-production,,,115.0,"Documentary, News, War",Chistopher Bobyn,
Somewhere in the Middle,Post-production,,,17.0,"Short, Horror, Western",Vanessa Barney,"Adam Johnson, Jake Suazo, Matt Heder, Mark Berrett"
Best Friend,,,,80.0,"Drama, Romance",Woodly Aurelus,"Nicky Figueredo, Chris Gentile, Liat Perelman, Dennelle Heidi Clarke"
Tripping on a Bicycle,Completed,,,88.0,"Comedy, Drama",Subbiah Nallamuthu,"James Keenan, Sikandar Bhana"
Puzzle Box,Post-production,,,7.0,"Short, Drama",Austin James,"Phil Laton, Austin James, Adam Melton, Scott Houston"
Enough Is Enough!,,,,30.0,"Short, Thriller",Charles J. Howard,"Taso Zouroudis, O.G. Mack McLean, Evan Kalt"
Cloister Party of Death,Post-production,,,13.0,"Short, Comedy",Alysa Rowlands,"Eustace Allen, Chad V. Holtkamp, Joe McCauley, Vince Ophus"
Grass and Strass,,,,10.0,"Documentary, Short, Biography",Stephan Funk,
Dreams and Mirrors,Post-production,,,26.0,"Short, Drama, Romance",Kyoka Tsukamoto,"Jeananne Goossen, Alexandre Gorchkov, Paul Burke, Claude Lafrance"
Somebody Else,Announced,,,,"Crime, Thriller",Eric T. Finkel,"Shawn Roberts, Kirsten Zien"
Obligatory Lunch Saga,Post-production,,,14.0,"Short, Drama, Sci-Fi",Colin Archdeacon,"Sherry Duffy, Rachel Yong"
Longwood,,,,,"Drama, Horror, Mystery",,"Brandon Quintin Adams, Evalena Marie, Tiffany Shepis, Jasmine Dustin"
Feedback,,,,7.0,"Documentary, Short, Adventure",Dara Zadikow,"Andrew Hecht, Jessica Nolasco, Dara Zadikow, Kristy Faris"
Shooting Gallery,Post-production,,,21.0,"Short, Drama",Sam Gardner Jr.,"Kevin Johnson, Kate Bancroft, Richard Haighton, Jon Bellamy"
Full Scale,Announced,,,,Documentary,Jeff Crispi,"Jeff Crispi, Christopher Coppola, Josh Kornbluth, Birgit Wolz"
Trust,,,,,"Horror, Thriller",Evan Marlowe,"Treva Etienne, Daz Crawford, Craig Robert Young, Kerry Finlayson"
Donne,Post-production,,,86.0,"Documentary, Drama, Musical",Francesca Fini,"Sonia De Nicola, Ivona Cikos, Julia Pietrangeli"
Fallen Moon,Announced,,,,"Crime, Drama, Thriller",Peter Medak,
Stingy Jack,Announced,,,120.0,"Fantasy, Horror, Thriller",,"Charles Cyphers, Lew Temple, Tiffany Shepis, Eileen Dietz"
The Gunslinger Grifter Logan,Post-production,,,90.0,"Adventure, Fantasy, Sci-Fi",Stephen Rubac,"Steve Polites, Vincent De Paul, Lawrence Whitener, Danny Gavigan"
The Red Man's View,Pre-production,,,137.0,"Action, Adventure, Drama",Thomas R. Bond II,"Zahn McClarnon, Booboo Stewart, Courtney Gains, Daniel Baldwin"
The Postman's Reign,Pre-production,,,,"Drama, Romance, Thriller",,
Bluegrass Run,Pre-production,,,,"Comedy, Romance",,"Emilio Rivera, Nellie Sciutto, Chuck Wagner, Natalie Victoria"
Prince Paul Royal Exile,Announced,,,,"Action, Biography, Drama",,
Gangsters,Post-production,,,,"Comedy, Crime, Drama",András Korcsmáros,"András Korcsmáros, Gergely Bárány, Gábor Dávid Nádas"
Country Brotha,Filming,,,,Comedy,Walter Isotopes,
Apart,,,,,Short,Lukas Galle,"Varvara Todorovic, Adrian Epp"
The Methodists,Pre-production,,,90.0,Crime,Johnny Kinch,"Johnny Kinch, Toby Sauerback, Dee Quemby, Laurence Saunders"
Bleecker,Post-production,,,,"Comedy, Drama",Edith Hagigi,"Tovah Feldshuh, Drena De Niro, Amy Stiller, Alice Kremelberg"
Pi Makina- Tanitim Filmi,Announced,,,,"Documentary, Short",Cagatay Aytac,
Georgie,,,,,Drama,,"Juan Camilo Yepes, Georginna Feyst, Mitch Smart"
The Experimentals,Announced,,,,"Action, Sci-Fi, Thriller",,Mark Hanson
How to Successfully Fail in Hollywood,Post-production,,,,Comedy,C.M. Conway,"C.M. Conway, Adrian Gilbert, Trevor B. Nagle, Anne Hallinan"
Chat Room,,,,20.0,Short,Xinying Shao,
A Homeless Man,,,,20.0,Short,Chen Kai,
Carnations,,,,,Short,Xinying Shao,
Sixth Rider,,,,,Short,Xinying Shao,
Ma si tuo na de lv xing,Announced,,,,Romance,Chen Feng,
Proper,Pre-production,,,,"Short, Fantasy, Romance",Cesar Erba,"Cesar Erba, Laura Steponchev"
Survivor Girls,Filming,,,,"Comedy, Horror",Daniel L. Bamberg,"Maria Olsen, Laura Ellen Wilson, Daniel Emery Taylor, Emmaleigh Bailey"
The Three Keys,Announced,,,,"Action, Thriller",Giorgio Bruno,
À la Chaleur des Années Froides,Filming,,,90.0,Documentary,Darius Kaufmann,
Voyage to the Moon,Announced,,,,Short,Vashmere Valentine,
Viral,,,,25.0,Short,Kevin Welbeck,"Kevin Welbeck, Latasia Williams, DeMarkus Simmons, Celestial"
When Time Got Louder,Post-production,,,,Drama,Connie Cocchia,"Elizabeth Mitchell, Lochlyn Munro, Willow Shields, Sharon Taylor"
Askaadia: The Forest Guardians,Announced,,,85.0,"Animation, Adventure, Comedy",Matyas Brych,
40,Filming,,,,"Drama, Thriller",M.J. Anderson,"Imani Hakim, Graham Patrick Martin, Brad Carter, Laya DeLeon Hayes"
Game Changer,,,,,Comedy,,
Apocalypse A-Go-Go,Completed,,,85.0,Drama,Savannah Gisleson,"Bridget Anderson, Michael Kauffman, Emery McGaha, Marquis Hartis"
The Prince of Pies,Post-production,,,73.0,"Crime, Drama",Ronan Carr,"Paul Ronan, Pádraig O'Grady, Shauna Lawson, Gerry Doherty"
Hobbes House: The Necromancer,Announced,,,,"Action, Fantasy, Horror",Juliane Block,"Mhairi Calvey, Makenna Guyler"
Hurricane,Pre-production,,,,"Action, Drama, War",Art Borowiec,
Sister Cecilia,Announced,,,,"Crime, Fantasy, Thriller",Gage Maynard,"Elissa Dowling, Julie Anne Prescott, Olive Glass, Jonathan Peacy"
Vindication Swim,Filming,,,,"Biography, Drama, History",Elliott Hasler,"Giles New, Michael Cronin, John Locke, Kirsten Callaghan"
Stuporhero,Post-production,,,,"Short, Comedy",Michael Mizov,"Keith Mackler, T.J. Glenn, Cynthia Gray, Hassan Farrow"
Danse Macabre,,,,,"Short, Drama",Leah Gottfried,
The Violent Sun,Announced,,,,Action,Tom Ardavany,
Soleil Noir,Announced,,,107.0,Documentary,Camille Courcy,
Liberal Bad Ass: The Ann Richards Story,Pre-production,,,,"Documentary, History",,Ann Richards
Maritime Metal,Post-production,,,,Documentary,Billy Stever,
Quando a Terra Te Torna,Completed,,,30.0,"Short, Fantasy",Raquel Taffari,"Zenaide Denardi, Beatriz Garcia"
"Tu as gagné, mon fils",Post-production,,,,Sport,Leila Amar,
Falcon of the East,Announced,,,,"Action, Drama, History",,
Ruho,Completed,,,53.0,"Drama, Fantasy, Mystery",Subhashis Ghosh,"Soumyarup Ghosh, Amit Hazra, Biswajit Karmakar, Nikhil Das"
To Be You,Post-production,,,94.0,Drama,Chad Eddy,"Greg Hill, Freddie Basnight, Ezekiel Ajeigbe, A.J. Voliton"
No Man's Truth,Completed,,,128.0,"Crime, Drama, Mystery",Marina Libik,"Coral Bhamra, Chirag Saluja, Gaurav Kamble, Divya Sharma"
Force to Fear,Post-production,,,,"Action, Horror, Thriller",Chad Bruns,"Sable Griedel, Chad Bruns, April Yanko, Sé Marie"
Ortious,Pre-production,,,,"Horror, Thriller",Elias Khasho,Nilla Hansson
Dark Descent Presents: Dr. Saville's Horror Show,Filming,,,,Horror,Kevin R. Phipps,"Allen Valor, Michael Hanelin, Jedediah Jones, Kristina Sabbagh"
Wish You Were Here,Post-production,,Not Rated,,"Comedy, Drama",David Wayne Young,"Mark D. Anderson, Vonda Schuster, Mark Mannette, Victoria Gayer"
The Ballad of Little Bobby Lowe,Post-production,,,,"Short, Thriller",David Paul,"Skinner Myers, Devin Walker, Seth Johnston"
Monster Rules,Pre-production,,,,"Short, Horror",Nicholas Zebrun,Nikki Hinson
Marfa,Post-production,,,97.0,"Drama, Sci-Fi",Andy Stapp,"Tony Todd, Stelio Savante, Brittany Jo Alvarado, Kyle Colton"
The Digger,Post-production,,,,"Short, Horror, Mystery",Tim Pek,"Carma Sharon, Laurent Boulanger, Paul Milsom, Jack Lancaster"
Invasion of the Not Quite Dead,Post-production,,,,"Horror, Sci-Fi",Antony D. Lane,"Justin Hayward, Marc Zammit, Penny Judd, James Fisher"
The Bell Jar,Announced,,,,"Comedy, Drama",,Dakota Fanning
Rachmaninoff: The Last Romantic,Announced,,,,"Biography, Drama, History",,
Flicker,,,,,"Drama, Horror, Thriller",,
Deconstruction Red,Announced,,,,"Crime, Drama, Thriller",Jordan Alan,
Flora Plum,Announced,,,,"Drama, Romance",,
Winding Stair,Announced,,,,Thriller,,
18,,,,,Romance,Brandon Fowler,"Joyce DeWitt, Dennis Haskins, Cory Pendergast, Chad Bonsack"
The Orthodox,2023,,,,Horror,John Perivolaris,
Water Dawg,2022,,,,"Short, Drama, Horror",Christopher Baiza,"James L. Brewster, Julia Aks, Cesar Garcia, Christian Calloway"
The Shattering,2021,,,10.0,"Short, Drama, Horror",Marcus Adams,"Sara Drust, Nadiya Khan, Ayden Ricker, Katy Yates"
The Kid from Crime Alley,2021,,,,Drama,Blake Bowker,"Amanda Day, Mark Benninghoffen, Aaron Courteau, Richard Ooms"
Perspective,2021,,,,"Short, Drama",Dylan Duff,"Dylan Duff, Brian James"
Maybe Someday,2021,,,90.0,"Comedy, Drama",Michelle Ehlen,"Michelle Ehlen, Chad Steers, Shaela Cook, Jeneen Robinson"
Entropy,2021,,,,Horror,Kameron Hale,"Hayley Sunshine, Miranda Nieman, Scott Hale, William E Newton"
Vampir,2021,,,,"Drama, Horror, Mystery",Branko Tomovic,"Branko Tomovic, Judith Georgi, Eva Ras, Gorica Regodic"
72 Hour Hold,2021,,,,"Short, Comedy",Caroline Hoenemeyer,"Caroline Hoenemeyer, Kelsey Roshetko"
Trigger,2021,,,,Thriller,Chris Mitchell-Clare,
The Poltergeist Diaries,2021,,,,"Drama, Horror, Mystery",József Gallai,"András Korcsmáros, Péter Inoka, Eric Roberts, Kata Kuna"
Nite Owls,2021,,,,"Crime, Drama, Thriller",,Drayden Alexander
Swordsha: Queen of Hybrids,2021,,,,"Short, Horror",Alexis Ramirez,"Wendy Ortiz, Leanne Michelle Watson, Carlos Martinez"
Epic Denied: Depriving the Forty Days of Musa Dagh,2021,,,,Documentary,Edwin Avaness,
